POINT3D_ID,X,Y,Z,signed_dist_to_ref_plane,abs_dist_to_ref_plane
631,2.5652661891075605,-0.1899451110815412,1.6745694257662345,-0.00867262203905214,0.00867262203905214
632,2.565380132596281,-0.1899206507585435,1.6740328023055198,-0.008193633913891437,0.008193633913891437
651,2.583509648374843,-0.1175465181853475,1.6440648895771102,-0.00972912024136421,0.00972912024136421
10681,0.3659897110899928,0.3318618122700942,1.5553106102975798,-0.011909841792389115,0.011909841792389115
11454,0.2521605567886184,-0.3304124980136233,1.799290211315387,0.027782998370528108,0.027782998370528108
14502,4.281261925796224,0.247423742133263,1.3970549251408215,0.00392172447022564,0.00392172447022564
14590,4.290116440193123,0.3230977348306927,1.364304557608029,0.004037755565897257,0.004037755565897257
14657,4.275433215822047,0.3820028149025839,1.3402958442461506,0.003660132741932415,0.003660132741932415
14658,4.285278317182451,0.3834489796665673,1.3382730202037636,0.004544430450431577,0.004544430450431577
17548,4.280919444670071,0.3588330964499396,1.3489511953565658,0.004545281502021487,0.004545281502021487
19427,4.275483863333392,0.3819386535847994,1.3408213438153398,0.003200071544391223,0.003200071544391223
19622,4.341872035462976,0.5889894655826244,1.251300987786909,0.001685009410635458,0.001685009410635458
29295,4.247610158075884,0.1095664713323849,1.4532279408451358,0.0076459168977916605,0.0076459168977916605
30548,4.321336375231425,0.5417914463974149,1.2728154507483542,0.0012363597703128517,0.0012363597703128517
30959,4.284626070859926,0.2611118861827383,1.3903144887799068,0.004620002432230804,0.004620002432230804
30984,4.348344832817509,0.6574395385119446,1.222383306099874,0.001204535616593583,0.001204535616593583
31090,4.299747070184426,0.4614303134805978,1.3044876715156042,0.004475383171687914,0.004475383171687914
31151,4.3058443799334185,0.5199308707394228,1.2803796741209172,0.00348383803386029,0.00348383803386029
31260,4.290422847537356,0.3403970833425456,1.3564937203404528,0.004433489913231426,0.004433489913231426
33107,-2.0502839771042924,0.2726848646631307,1.681967743416234,-0.004767806152747427,0.004767806152747427
34889,-2.197535460331522,-0.2918962184865974,1.9275484765319368,-0.0033994861178610076,0.0033994861178610076
